retailer_id,timestamp,amount,msisdn
R002,2025-07-04,295.48,9813830047
R002,2025-07-04,142.69,9868335603
R002,2025-07-04,208.41,9855057719
R002,2025-07-03,27.55,9848022278
R002,2025-07-03,280.99,9867501090
R002,2025-07-03,67.9,9840671703
R002,2025-07-03,253.19,9869331431
R002,2025-07-03,421.84,9872989342
R002,2025-07-03,144.68,9825700719
R002,2025-07-02,74.9,9865047376
R002,2025-07-02,60.96,9839817407
R002,2025-07-02,486.74,9849161061
R002,2025-07-02,311.83,9856803578
R002,2025-07-02,212.03,9846859345
R002,2025-07-02,169.32,9867941304
R002,2025-07-01,243.61,9862060486
R002,2025-07-01,356.8,9870674016
R002,2025-07-01,437.12,9814991064
R002,2025-07-01,396.13,9817978390
R002,2025-07-01,341.28,9872549535
R002,2025-07-01,151.86,9821269555
R002,2025-07-01,189.67,9889788812
R002,2025-06-30,111.34,9866460964
R002,2025-06-30,175.16,9846893165
R002,2025-06-30,293.63,9847137350
R002,2025-06-30,37.25,9872431125
R002,2025-06-30,84.11,9821792626
R002,2025-06-30,450.3,9814740712
R002,2025-06-29,479.58,9883274879
R002,2025-06-29,306.97,9880318607
R002,2025-06-29,211.0,9819962298
R002,2025-06-28,177.73,9810187245
R002,2025-06-28,182.86,9840624524
R002,2025-06-28,280.08,9885012341
R002,2025-06-28,10.13,9870743546
R002,2025-06-27,196.71,9860272623
R002,2025-06-27,206.94,9888519241
R002,2025-06-27,420.22,9821538741
R002,2025-06-27,121.18,9818890700
R002,2025-06-27,63.15,9835446381
R002,2025-06-27,43.17,9861760020
R002,2025-06-26,39.61,9811720382
R002,2025-06-26,241.23,9853653418
R002,2025-06-26,110.29,9892700643
R002,2025-06-26,386.78,9858114325
R002,2025-06-26,200.53,9859276744
R002,2025-06-26,468.21,9866144943
R002,2025-06-25,212.79,9888064561
R002,2025-06-25,129.59,9894861301
R002,2025-06-25,488.78,9828277867
R002,2025-06-25,109.21,9867381653
R002,2025-06-25,149.51,9818234097
R002,2025-06-25,22.04,9810775740
R003,2025-07-14,294.62,9888652091
R003,2025-07-14,84.52,9833563516
R003,2025-07-14,78.8,9892962942
R003,2025-07-14,332.97,9844793233
R003,2025-07-14,202.95,9882985902
R003,2025-07-14,265.01,9821387914
R003,2025-07-14,228.67,9864099844
R003,2025-07-13,313.38,9832890031
R003,2025-07-13,294.62,9863137677
R003,2025-07-13,181.97,9844534308
R003,2025-07-13,434.85,9877903413
R003,2025-07-13,420.17,9827283934
R003,2025-07-13,346.18,9811035271
R003,2025-07-13,119.75,9835052898
R003,2025-07-12,168.24,9876534622
R003,2025-07-12,41.9,9878179048
R003,2025-07-12,242.09,9811257740
R003,2025-07-11,109.43,9890387376
R003,2025-07-11,90.77,9834977164
R003,2025-07-11,207.3,9895173068
R003,2025-07-11,467.83,9863303927
R003,2025-07-11,34.15,9887300491
R003,2025-07-11,225.91,9871648877
R003,2025-07-10,253.81,9875159613
R003,2025-07-10,305.16,9877490083
R003,2025-07-10,391.06,9813521227
R003,2025-07-10,264.94,9819359597
R003,2025-07-09,42.91,9892341746
R003,2025-07-09,315.71,9884863822
R003,2025-07-09,458.65,9876184563
R003,2025-07-08,488.79,9883850071
R003,2025-07-08,329.26,9859864870
R003,2025-07-08,231.46,9882119838
R003,2025-07-08,496.79,9852232137
R003,2025-07-08,389.92,9812052344
R003,2025-07-08,493.76,9871118794
R003,2025-07-07,369.83,9810605605
R003,2025-07-07,72.01,9811314534
R003,2025-07-07,282.29,9876932844
R003,2025-07-07,86.27,9874953518
R003,2025-07-07,417.6,9829008526
R003,2025-07-06,432.95,9840042396
R003,2025-07-06,227.68,9868383795
R003,2025-07-06,372.83,9812840243
R003,2025-07-06,75.27,9814556522
R003,2025-07-06,425.21,9859611887
R003,2025-07-05,15.9,9888828772
R003,2025-07-05,280.27,9832852798
R003,2025-07-05,44.3,9812721803
R003,2025-07-05,496.1,9866465442
R003,2025-07-04,398.74,9820788155
R003,2025-07-04,24.13,9847372394
R003,2025-07-04,20.04,9846837112
R003,2025-07-04,419.84,9880663638
R003,2025-07-04,230.3,9877085482
R003,2025-07-03,223.88,9817165642
R003,2025-07-03,441.77,9812882612
R003,2025-07-03,127.91,9876923749
R003,2025-07-03,97.89,9847890910
R003,2025-07-02,87.7,9889147164
R003,2025-07-02,385.78,9887408423
R003,2025-07-02,351.04,9866716390
R003,2025-07-02,141.89,9882029805
R003,2025-07-02,347.14,9865030089
R003,2025-07-02,152.24,9899004520
R003,2025-07-01,43.52,9854976030
R003,2025-07-01,441.95,9844170154
R003,2025-07-01,77.91,9849821191
R003,2025-07-01,451.36,9895916047
R003,2025-07-01,338.79,9889201121
R003,2025-07-01,275.89,9834256801
R003,2025-06-30,146.81,9815603318
R003,2025-06-30,454.73,9860126052
R003,2025-06-30,436.23,9866199425
R003,2025-06-29,227.28,9872160647
R003,2025-06-29,298.66,9822508588
R003,2025-06-29,118.73,9850426548
R003,2025-06-29,322.66,9819620076
R003,2025-06-29,206.39,9861045180
R003,2025-06-29,112.03,9892444397
R003,2025-06-29,224.69,9857363672
R003,2025-06-28,235.29,9853048237
R003,2025-06-28,372.67,9871573075
R003,2025-06-28,40.16,9880284085
R003,2025-06-28,44.77,9835438044
R003,2025-06-28,497.84,9843164399
R003,2025-06-28,439.96,9892912032
R003,2025-06-28,475.05,9835662552
R003,2025-06-27,147.73,9826265740
R003,2025-06-27,149.78,9883552462
R003,2025-06-27,450.96,9843765229
R003,2025-06-27,133.52,9855067764
R003,2025-06-27,420.85,9886642097
R003,2025-06-27,141.12,9879974566
R003,2025-06-26,371.41,9840097604
R003,2025-06-26,79.35,9855248039
R003,2025-06-26,199.95,9810084119
R003,2025-06-26,159.46,9844531340
R003,2025-06-26,35.13,9866133833
R003,2025-06-26,138.79,9839496780
R003,2025-06-25,111.96,9836277505
R003,2025-06-25,308.23,9890875155
R003,2025-06-25,248.03,9817095955
R003,2025-06-25,298.43,9830061386
R003,2025-06-25,34.83,9831515497
R003,2025-06-25,299.9,9887973480
R004,2025-07-14,296.41,9828604329
R004,2025-07-14,436.46,9824792150
R004,2025-07-14,80.79,9845345083
R004,2025-07-13,469.56,9820991699
R004,2025-07-13,322.62,9873650293
R004,2025-07-13,80.25,9844261175
R004,2025-07-13,136.57,9827430426
R004,2025-07-13,112.57,9852912992
R004,2025-07-13,86.63,9822252182
R004,2025-07-12,396.34,9826791790
R004,2025-07-12,285.85,9869834246
R004,2025-07-12,79.32,9840983728
R004,2025-07-12,131.82,9869339268
R004,2025-07-12,57.75,9856161129
R004,2025-07-12,18.09,9881493627
R004,2025-07-12,493.91,9833012308
R004,2025-07-11,44.6,9893805561
R004,2025-07-11,415.66,9830132925
R004,2025-07-11,230.17,9864664867
R004,2025-07-10,436.88,9883716583
R004,2025-07-10,158.94,9825559392
R004,2025-07-10,469.98,9810029893
R004,2025-07-10,415.11,9882938903
R004,2025-07-10,236.47,9827330759
R004,2025-07-10,24.26,9814235377
R004,2025-07-10,183.89,9894027341
R004,2025-07-09,33.81,9889570449
R004,2025-07-09,86.97,9880232658
R004,2025-07-09,128.32,9842265999
R004,2025-07-09,336.78,9878906573
R004,2025-07-09,493.71,9821930644
R004,2025-07-08,424.39,9815060826
R004,2025-07-08,120.74,9882708912
R004,2025-07-08,411.96,9856859207
R004,2025-07-07,306.2,9818879417
R004,2025-07-07,318.74,9866911874
R004,2025-07-07,366.29,9897022093
R004,2025-07-07,119.96,9869115821
R004,2025-07-07,95.1,9862161616
R004,2025-07-06,246.62,9844762642
R004,2025-07-06,362.17,9869867033
R004,2025-07-06,121.13,9840440268
R004,2025-07-06,169.53,9820551054
R004,2025-07-06,86.68,9842961904
R004,2025-07-06,92.91,9857875747
R004,2025-07-05,109.32,9888516003
R004,2025-07-05,74.83,9828770637
R004,2025-07-05,489.98,9896272889
R004,2025-07-05,408.24,9835711857
R004,2025-07-05,417.26,9855392042
R004,2025-07-05,265.39,9818538322
R004,2025-07-05,45.92,9816575177
R004,2025-07-04,348.93,9817698603
R004,2025-07-04,45.83,9853741087
R004,2025-07-04,153.51,9862528844
R004,2025-07-04,71.36,9830715844
R004,2025-07-04,470.02,9895661532
R004,2025-07-03,225.24,9830908703
R004,2025-07-03,458.93,9814056439
R004,2025-07-03,290.35,9819887148
R004,2025-07-03,129.86,9892849723
R004,2025-07-03,145.35,9894296848
R004,2025-07-03,88.61,9887791621
R004,2025-07-02,180.78,9882234586
R004,2025-07-02,60.37,9877233267
R004,2025-07-02,10.9,9845643332
R004,2025-07-01,293.53,9820925197
R004,2025-07-01,408.19,9856302974
R004,2025-07-01,95.82,9870406055
R004,2025-07-01,230.91,9866079895
R004,2025-07-01,340.79,9810751406
R004,2025-07-01,498.1,9839337813
R004,2025-07-01,278.99,9874016987
R004,2025-06-30,247.19,9890161098
R004,2025-06-30,473.07,9814813976
R004,2025-06-30,483.05,9882817772
R004,2025-06-30,28.2,9863166472
R004,2025-06-30,12.31,9814631275
R004,2025-06-30,248.47,9826411229
R004,2025-06-29,385.54,9827405367
R004,2025-06-29,480.74,9876544072
R004,2025-06-29,180.78,9886216274
R004,2025-06-29,445.8,9891437631
R004,2025-06-29,379.73,9841976971
R004,2025-06-29,312.17,9898374491
R004,2025-06-29,73.14,9815924904
R004,2025-06-28,23.18,9859185193
R004,2025-06-28,444.42,9838483029
R004,2025-06-28,49.13,9898764665
R004,2025-06-28,401.4,9890008564
R004,2025-06-28,398.28,9896743412
R004,2025-06-28,431.17,9884378915
R004,2025-06-27,195.24,9886441425
R004,2025-06-27,312.75,9843767711
R004,2025-06-27,59.48,9882103215
R004,2025-06-27,302.28,9837417713
R004,2025-06-26,406.31,9874714677
R004,2025-06-26,400.78,9810708624
R004,2025-06-26,336.56,9885950331
R004,2025-06-26,183.14,9812998332
R004,2025-06-26,48.71,9824560217
R004,2025-06-26,48.86,9810658892
R004,2025-06-26,318.77,9838996630
R004,2025-06-25,158.15,9822530096
R004,2025-06-25,87.15,9852628244
R004,2025-06-25,268.83,9812065572
R004,2025-06-25,453.52,9858025897
R004,2025-06-25,361.96,9874212344
R004,2025-06-25,404.95,9859905992
R005,2025-07-14,117.68,9812892468
R005,2025-07-14,415.41,9810501525
R005,2025-07-14,380.06,9893373264
R005,2025-07-13,445.41,9868777673
R005,2025-07-13,126.66,9868419669
R005,2025-07-13,466.85,9868375823
R005,2025-07-12,159.98,9857684526
R005,2025-07-12,46.54,9813483245
R005,2025-07-12,246.87,9887428699
R005,2025-07-12,33.8,9883627458
R005,2025-07-12,16.23,9894654588
R005,2025-07-12,443.22,9818717221
R005,2025-07-12,38.03,9835826683
R005,2025-07-11,126.54,9889277899
R005,2025-07-11,123.2,9827083856
R005,2025-07-11,174.23,9842701463
R005,2025-07-11,13.01,9817894228
R005,2025-07-10,157.52,9811305349
R005,2025-07-10,269.15,9850606595
R005,2025-07-10,270.48,9885818184
R005,2025-07-10,251.53,9856072762
R005,2025-07-10,437.41,9875846680
R005,2025-07-10,466.65,9819098651
R005,2025-07-09,163.26,9856908623
R005,2025-07-09,202.21,9882013165
R005,2025-07-09,199.57,9877408907
R005,2025-07-08,199.24,9836698398
R005,2025-07-08,489.11,9863075773
R005,2025-07-08,370.26,9848835083
R005,2025-07-07,31.96,9885491895
R005,2025-07-07,273.37,9887656162
R005,2025-07-07,109.33,9888016561
R005,2025-07-07,263.91,9855425300
R005,2025-07-07,291.44,9867596955
R005,2025-07-06,212.42,9884601718
R005,2025-07-06,494.43,9870469052
R005,2025-07-06,87.73,9889077725
R005,2025-07-06,383.57,9861306828
R005,2025-07-06,253.34,9850608485
R005,2025-07-05,270.43,9885647662
R005,2025-07-05,465.49,9861669412
R005,2025-07-05,86.7,9825377326
R005,2025-07-05,192.36,9870049034
R005,2025-07-05,72.78,9837795955
R005,2025-07-05,400.3,9843543130
R005,2025-07-04,49.38,9887393408
R005,2025-07-04,193.98,9873459552
R005,2025-07-04,119.87,9890692985
R005,2025-07-04,73.73,9888122680
R005,2025-07-04,399.47,9858381083
R005,2025-07-03,112.14,9884863656
R005,2025-07-03,402.41,9811018462
R005,2025-07-03,188.33,9884089964
R005,2025-07-02,402.83,9843489491
R005,2025-07-02,225.17,9840600298
R005,2025-07-02,351.0,9858923001
R005,2025-07-02,58.96,9845223355
R005,2025-07-01,429.86,9892945379
R005,2025-07-01,312.07,9866046768
R005,2025-07-01,113.26,9890037737
R005,2025-07-01,152.09,9873352623
R005,2025-07-01,385.17,9874623449
R005,2025-07-01,448.64,9825624599
R005,2025-06-30,275.48,9892327573
R005,2025-06-30,334.82,9862862561
R005,2025-06-30,293.32,9823362466
R005,2025-06-29,10.92,9836364904
R005,2025-06-29,149.73,9851323037
R005,2025-06-29,112.37,9865511964
R005,2025-06-28,271.66,9864814495
R005,2025-06-28,316.24,9820909041
R005,2025-06-28,473.75,9878281795
R005,2025-06-27,245.11,9822018097
R005,2025-06-27,464.78,9827136186
R005,2025-06-27,323.59,9852803156
R005,2025-06-27,235.46,9894849023
R005,2025-06-26,291.1,9896942061
R005,2025-06-26,366.26,9893136864
R005,2025-06-26,98.58,9838863178
R005,2025-06-26,40.32,9871106719
R005,2025-06-26,199.05,9828900458
R005,2025-06-26,455.94,9842996663
R005,2025-06-25,342.08,9857973759
R005,2025-06-25,192.88,9891370772
R005,2025-06-25,128.28,9827104673
R005,2025-06-25,227.72,9843215658
R005,2025-06-25,391.86,9833650133
R006,2025-07-14,370.61,9858638678
R006,2025-07-14,493.02,9819153118
R006,2025-07-14,182.22,9811331079
R006,2025-07-14,265.58,9864083401
R006,2025-07-13,37.52,9823834682
R006,2025-07-13,54.25,9872930235
R006,2025-07-13,352.65,9894607588
R006,2025-07-12,460.98,9883946382
R006,2025-07-12,309.8,9851028695
R006,2025-07-12,483.72,9866198338
R006,2025-07-12,352.82,9828226962
R006,2025-07-11,55.51,9857451153
R006,2025-07-11,96.49,9894247571
R006,2025-07-11,446.43,9827990937
R006,2025-07-11,163.35,9896527503
R006,2025-07-11,337.96,9822612676
R006,2025-07-11,488.06,9873029272
R006,2025-07-11,254.14,9836137419
R006,2025-07-10,70.89,9846413477
R006,2025-07-10,213.8,9870195561
R006,2025-07-10,152.91,9846662491
R006,2025-07-10,43.48,9867870172
R006,2025-07-10,34.08,9831156601
R006,2025-07-09,312.32,9848840007
R006,2025-07-09,278.92,9876803688
R006,2025-07-09,112.15,9817593665
R006,2025-07-09,59.37,9899909834
R006,2025-07-09,495.95,9829581688
R006,2025-07-09,27.44,9877223356
R006,2025-07-08,35.88,9865175263
R006,2025-07-08,120.19,9832316780
R006,2025-07-08,167.61,9884102910
R006,2025-07-07,201.16,9811956241
R006,2025-07-07,467.22,9813554618
R006,2025-07-07,77.5,9867512670
R006,2025-07-07,251.28,9887481614
R006,2025-07-06,12.56,9823676617
R006,2025-07-06,477.89,9834849926
R006,2025-07-06,455.33,9899016013
R006,2025-07-06,112.04,9888405270
R006,2025-07-06,147.16,9835564991
R006,2025-07-06,431.9,9825266370
R006,2025-07-05,399.35,9835059262
R006,2025-07-05,110.0,9882550941
R006,2025-07-05,309.04,9875717654
R006,2025-07-05,419.35,9845414789
R006,2025-07-05,190.97,9866525086
R006,2025-07-05,426.82,9876068352
R006,2025-07-04,299.82,9845719485
R006,2025-07-04,239.88,9887212005
R006,2025-07-04,10.49,9815367749
R006,2025-07-03,495.56,9825206403
R006,2025-07-03,132.86,9852388783
R006,2025-07-03,165.42,9818870814
R006,2025-07-03,314.4,9820459389
R006,2025-07-02,467.18,9881740618
R006,2025-07-02,213.07,9842483883
R006,2025-07-02,381.77,9852540472
R006,2025-07-02,126.65,9839671661
R006,2025-07-02,472.17,9884842430
R006,2025-07-02,388.92,9896170606
R006,2025-07-02,341.13,9885864942
R006,2025-07-01,95.85,9835749319
R006,2025-07-01,122.36,9867140667
R006,2025-07-01,365.98,9853923757
R006,2025-07-01,426.32,9888128841
R006,2025-07-01,381.07,9863649574
R006,2025-06-30,68.9,9888786239
R006,2025-06-30,51.49,9879613198
R006,2025-06-30,117.28,9863634044
R006,2025-06-29,485.96,9865372565
R006,2025-06-29,101.86,9850514010
R006,2025-06-29,267.75,9846348675
R006,2025-06-29,447.76,9834758965
R006,2025-06-29,467.23,9895650724
R006,2025-06-29,400.43,9823898947
R006,2025-06-29,185.72,9866634624
R006,2025-06-28,456.44,9875806142
R006,2025-06-28,403.37,9858371518
R006,2025-06-28,490.67,9863712446
R006,2025-06-28,423.64,9872967081
R006,2025-06-28,230.06,9825598376
R006,2025-06-27,212.81,9894003391
R006,2025-06-27,270.25,9843474799
R006,2025-06-27,160.39,9824541486
R006,2025-06-26,86.43,9838002493
R006,2025-06-26,155.88,9819997279
R006,2025-06-26,452.94,9822986516
R006,2025-06-25,391.03,9852039724
R006,2025-06-25,410.18,9847001213
R006,2025-06-25,136.84,9853023612
R006,2025-06-25,128.67,9864161065
R006,2025-06-25,108.2,9814973729
R006,2025-06-25,246.27,9829891131
R007,2025-07-14,437.71,9897479689
R007,2025-07-14,70.59,9835798253
R007,2025-07-14,93.21,9831990395
R007,2025-07-14,142.52,9897640793
R007,2025-07-13,97.73,9844264314
R007,2025-07-13,354.92,9891346604
R007,2025-07-13,80.31,9882981492
R007,2025-07-13,72.56,9835169177
R007,2025-07-13,264.68,9854347204
R007,2025-07-13,212.5,9828820677
R007,2025-07-12,250.46,9847397427
R007,2025-07-12,437.27,9883716291
R007,2025-07-12,223.69,9887685496
R007,2025-07-12,438.33,9862393032
R007,2025-07-11,66.64,9810036071
R007,2025-07-11,170.96,9880277281
R007,2025-07-11,474.87,9812154812
R007,2025-07-11,173.36,9851348104
R007,2025-07-11,429.44,9887581894
R007,2025-07-11,310.4,9810574874
R007,2025-07-10,391.35,9896858876
R007,2025-07-10,148.04,9838818350
R007,2025-07-10,93.0,9898774879
R007,2025-07-09,425.2,9861818510
R007,2025-07-09,225.49,9865918956
R007,2025-07-09,343.2,9893685528
R007,2025-07-08,190.56,9898854979
R007,2025-07-08,343.1,9896874445
R007,2025-07-08,132.14,9831376878
R007,2025-07-08,414.5,9891930218
R007,2025-07-08,254.01,9855534953
R007,2025-07-07,412.18,9826615333
R007,2025-07-07,277.85,9861970057
R007,2025-07-07,236.41,9872800369
R007,2025-07-06,478.45,9845215237
R007,2025-07-06,90.22,9885123801
R007,2025-07-06,157.7,9897601888
R007,2025-07-06,264.82,9891629096
R007,2025-07-06,76.2,9847027586
R007,2025-07-06,282.67,9872415409
R007,2025-07-06,304.07,9837097196
R007,2025-07-05,207.74,9885327596
R007,2025-07-05,201.66,9873818181
R007,2025-07-05,103.51,9848065809
R007,2025-07-05,315.51,9817169278
R007,2025-07-04,123.8,9891162404
R007,2025-07-04,465.96,9868906059
R007,2025-07-04,401.99,9855992726
R007,2025-07-04,56.9,9890645979
R007,2025-07-04,48.7,9899712021
R007,2025-07-04,486.31,9825315317
R007,2025-07-04,17.0,9881407627
R007,2025-07-03,299.15,9843248921
R007,2025-07-03,352.32,9822505076
R007,2025-07-03,391.32,9831662542
R007,2025-07-02,414.09,9810967280
R007,2025-07-02,311.28,9895987025
R007,2025-07-02,412.47,9881447316
R007,2025-07-02,332.97,9841116771
R007,2025-07-02,59.42,9836719910
R007,2025-07-02,490.41,9827393806
R007,2025-07-01,267.37,9831652540
R007,2025-07-01,290.42,9858114338
R007,2025-07-01,268.6,9882119545
R007,2025-06-30,300.77,9873685058
R007,2025-06-30,20.66,9833238391
R007,2025-06-30,432.97,9894837588
R007,2025-06-30,66.25,9825442245
R007,2025-06-29,243.0,9893256887
R007,2025-06-29,460.38,9822763112
R007,2025-06-29,266.65,9824294524
R007,2025-06-29,406.18,9824568093
R007,2025-06-29,420.08,9810875920
R007,2025-06-29,337.56,9877640592
R007,2025-06-28,328.22,9838809940
R007,2025-06-28,81.3,9860510325
R007,2025-06-28,442.56,9829249947
R007,2025-06-28,414.7,9888548304
R007,2025-06-28,471.75,9848335122
R007,2025-06-27,61.91,9818121527
R007,2025-06-27,301.86,9824402899
R007,2025-06-27,347.21,9885798787
R007,2025-06-27,90.35,9820028849
R007,2025-06-27,214.14,9831461096
R007,2025-06-27,117.36,9821421725
R007,2025-06-26,216.85,9818150613
R007,2025-06-26,68.94,9872071896
R007,2025-06-26,94.94,9851308541
R007,2025-06-26,71.94,9837373690
R007,2025-06-26,37.36,9828104779
R007,2025-06-25,112.56,9889361925
R007,2025-06-25,202.81,9872131337
R007,2025-06-25,302.74,9856468040
R007,2025-06-25,294.18,9813015434
R008,2025-07-14,274.59,9895851101
R008,2025-07-14,335.83,9862228497
R008,2025-07-14,84.95,9882413950
R008,2025-07-13,254.78,9896722477
R008,2025-07-13,471.31,9865196962
R008,2025-07-13,487.96,9854632000
R008,2025-07-13,65.59,9885337237
R008,2025-07-13,118.57,9864704197
R008,2025-07-13,159.25,9864434752
R008,2025-07-13,109.98,9841882046
R008,2025-07-12,309.3,9854822600
R008,2025-07-12,410.62,9876859925
R008,2025-07-12,416.24,9894047076
R008,2025-07-12,18.48,9817892166
R008,2025-07-11,443.28,9882594234
R008,2025-07-11,306.6,9833201802
R008,2025-07-11,208.16,9859276466
R008,2025-07-11,134.49,9896773420
R008,2025-07-11,436.67,9853772389
R008,2025-07-10,37.56,9841745065
R008,2025-07-10,139.53,9893984764
R008,2025-07-10,180.76,9871436035
R008,2025-07-09,272.49,9866797916
R008,2025-07-09,377.54,9821105622
R008,2025-07-09,177.31,9824566395
R008,2025-07-09,462.36,9841992483
R008,2025-07-09,405.68,9890648949
R008,2025-07-09,187.24,9854046678
R008,2025-07-08,211.66,9848443913
R008,2025-07-08,178.58,9833582019
